"TÍTULO","TIPO DE SERVIÇO","GRUPO DE ATIVIDADE","LINHA DE AÇÃO","AVALIAÇÃO DE POLÍTICA PÚBLICA","PUBLICAÇÃO","LOCALIDADES"
"Relatório de Avaliação nº 1152043 - Superintendência do Patrimônio da União em São Paulo - SPU/SP - Destinação para APF – Oportunidades para racionalização no uso de imóveis - SP",Avaliação,Outros,Auditoria interna governamental,Não,21/12/2022,"São Paulo"
"Relatório de Avaliação nº 1151623 - Secretaria do Patrimônio da União no Acre - Oportunidades para racionalização no uso de imóveis - AC",Avaliação,Outros,Auditoria interna governamental,Não,08/12/2022,"Rio Branco/AC"
"Relatório de Avaliação nº 1150292 - Concorrência 01/2022 do Ministério da Cidadania",Avaliação,Outros,Auditoria interna governamental,Não,25/05/2022,"Brasília/DF"
"Relatório de Avaliação nº 1145200 - Distrito Sanitário Indígena de Pernambuco – Dsei/PE - Macroprocesso de contratação de bens e serviços",Avaliação,Outros,Auditoria Interna Governamental,Não,28/12/2023,"Recife/PE"
"Relatório de Avaliação nº 1134888 – Secretaria Nacional de Proteção Global do Ministério da Mulher, da Família e dos Direitos Humanos (SNPG/MMFDH) – Acordo de Cooperação Técnica PNUD BRA/16/020 – Exercícios 2017, 2018, 2019, 2020 e2021",Avaliação,Avaliação dos Contratos de Recursos Externos,Auditoria interna governamental,Não,29/09/2022,"Brasília/DF"
"Relatório de Avaliação nº 1133041 – Coordenação de Cooperação Internacional do Ministério da Mulher, da Família e dos Direitos Humanos – Acordo de Cooperação Técnica PNUD BRA/10/007 – Exercício 2021",Avaliação,Avaliação dos Contratos de Recursos Externos,Auditoria interna governamental,Não,29/09/2022,"Brasília/DF"
"Relatório de Avaliação nº 1112963 - Execução dos recursos federais oriundos do MEC - Política de Fomento à Implementação de Escolas de Ensino Médio em Tempo Integral (EMTI) no Estado do Amapá",Avaliação,Outros,Auditoria Interna Governamental,Não,27/12/2023,"Macapá/AP"
"Relatório de Avaliação nº 1112679 - UFPI - Contratos de terceirização",Avaliação,Outros,Auditoria interna governamental,Não,06/07/2023,"Teresina/PI"
"Relatório de Avaliação nº 1112613 - Avaliação da aplicação dos recursos oriundos do MDR e emendas parlamentares repassados à Codevasf para construção de 54 pontes no estado de Goiás.",Avaliação,Outros,Auditoria interna governamental,Não,26/09/2022,"Goiânia/GO"
"Relatório de Avaliação nº 1112389 - Avaliação da aplicação dos recursos do Contrato de Financiamento Finisa nº 0530487-06 firmado entre a Caixa Econômica Federal e o município de Senador Canedo.",Avaliação,Outros,Auditoria interna governamental,Não,30/06/2023,"Senador Canedo/GO"
"Relatório de Avaliação nº 1112337 - Avaliação da aplicação de recursos do Contrato de Financiamento Finisa nº 0519.266-03/2020, firmado entre a Caixa Econômica Federal e o município de Anápolis.",Avaliação,Outros,Auditoria interna governamental,Não,24/11/2022,"Anápolis/GO"
"Relatório de Avaliação nº 1112287 - Avaliação das rescisões contratuais executadas pela Superintendência do DNIT no Distrito Federal e Goiás - SR-DF/GO. entre 2018 e 2020.",Avaliação,Outros,Auditoria Interna Governamental,Não,13/06/2023,"Goiânia/GO"
"Relatório de Avaliação nº 1111604 - Gestão de empresas estatais - Hemobrás",Avaliação,Outros,Auditoria Interna Governamental,Não,18/04/2024,"Recife/PE"
"Relatório de Avaliação nº 1111499 - Recursos de Apoio à Infraestrutura Turística - Ministério do Turismo (MTur) - Florianópolis/SC",Avaliação,Outros,Auditoria Interna Governamental,Não,28/12/2023,"Florianópolis/SC"
"Relatório de Avaliação nº 1093892 - Superintendência Estadual da Funasa em São Paulo - Suest/SP - Pregão Eletrônico nº 4/2021, respectiva contratação, com previsão de cadastro de reserva, e a alocação de pessoal terceirizado",Avaliação,Outros,Auditoria interna governamental,Não,28/03/2023,"São Paulo/SP"
"Relatório de Avaliação nº 1091991 - Ministério do Meio Ambiente - Programa Floresta +",Avaliação,Outros,Auditoria interna governamental,Sim,21/11/2022,"Brasília/DF"
"Relatório de Avaliação nº 1079068 – Secretaria Nacional de Proteção e Defesa Civil (SEDEC) – Acordo de Cooperação Técnica PNUD BRA/12/017 – Exercício 2021",Avaliação,Avaliação dos Contratos de Recursos Externos,Auditoria interna governamental,Não,28/09/2022,"Brasília/DF"
"Relatório de Avaliação nº 1079061 – Agência Nacional de Vigilância Sanitária (ANVISA) – Acordo de Cooperação Técnica PNUD BRA/10/008 – Exercício 2021",Avaliação,Avaliação dos Contratos de Recursos Externos,Auditoria interna governamental,Não,27/09/2022,"Brasília/DF"
"Relatório de Avaliação nº 1079058 – Empresa Brasileira de Pesquisa Agropecuária (Cpatu) – Acordo de Cooperação Técnica OIMT PD 452/07 Rev. 5 (F) – Exercício 2021",Avaliação,Avaliação dos Contratos de Recursos Externos,Auditoria interna governamental,Não,28/03/2022,"Belém/PA"
"Relatório de Avaliação nº 1079048 – Serviço Florestal Brasileiro do Ministério da Agricultura, Pecuária e Abastecimento (SFB/MAPA) – Contrato de Contribuição Financeira KfW BMZ 2003 66658 (Gestão Florestal) – Exercício 2021",Avaliação,Avaliação dos Contratos de Recursos Externos,Auditoria interna governamental,Não,21/09/2022,"Brasília/DF"
"Relatório de Avaliação nº 1079031 – Secretaria de Agricultura Familiar e Cooperativismo do Ministério da Agricultura, Pecuária e Abastecimento (SAF/MAPA) – Acordos de Financiamento FIDA 2000000436 e 2000000437 (Projeto Dom Helder Câmara) – Exercício 2021",Avaliação,Avaliação dos Contratos de Recursos Externos,Auditoria interna governamental,Não,15/09/2022,"Brasília/DF"
"Relatório de Avaliação nº 1079010 – Serviço Florestal Brasileiro do Ministério da Agricultura, Pecuária e Abastecimento (SFB/MAPA) – Acordo de Empréstimo BIRD TF 19211 – FIP CAR – Exercício 2021",Avaliação,Avaliação dos Contratos de Recursos Externos,Auditoria interna governamental,Não,12/09/2022,"Brasília/DF"
"Relatório de Avaliação nº 1078974 – Secretaria de Educação Básica do Ministério da Educação (SEB/MEC) – Acordo de Empréstimo BIRD 8812-BR e 8813-BR (Projeto de Apoio à Implementação do Novo Ensino Médio) – Exercício 2021",Avaliação,Avaliação dos Contratos de Recursos Externos,Auditoria interna governamental,Não,25/11/2022,Brasília/DF
"Relatório de Avaliação nº 1078706 – Secretaria de Defesa Agropecuária do Ministério da Agricultura, Pecuária e Abastecimento (SDA/MAPA) – Contrato de Empréstimo BID 4723/OC-BR – Exercícios 2018, 2019, 2020 e 2021",Avaliação,Avaliação dos Contratos de Recursos Externos,Auditoria interna governamental,Não,01/09/2022,Brasília/DF
"Relatório de Avaliação nº 1078579 - Análise de Licitação nº 7/2021 da UASG 158155 - INST.FED.DE EDUC.,CIENC.E TEC.DO R.G.DO NORTE (NATAL/RN)",Avaliação,Outros,Auditoria interna governamental,Não,29/12/2021,"Natal/RN"
"Relatório de Avaliação nº 1078033 – Prefeitura Municipal de Uberaba (MG) - Contrato de Empréstimo BID 3391/OC-BR (PNAFM III) – Exercício 2021",Avaliação,Avaliação dos Contratos de Recursos Externos,Auditoria interna governamental,Não,06/10/2022,"Uberaba/MG"
"Relatório de Avaliação nº 1078025 – Prefeitura Municipal de Guarulhos (SP) - Contrato de Empréstimo BID 3391/OC-BR (PNAFM III) – Exercício 2021",Avaliação,Avaliação dos Contratos de Recursos Externos,Auditoria interna governamental,Não,27/10/2022,"Guarulhos/SP"
"Relatório de Avaliação nº 1078018 – Prefeitura Municipal de Goiânia (GO) - Contrato de Empréstimo BID 3391/OC-BR (PNAFM III) – Exercício 2021",Avaliação,Avaliação dos Contratos de Recursos Externos,Auditoria interna governamental,Não,21/11/2022,"Goiânia/GO"
"Relatório de Avaliação nº 1078012 – Coordenação Geral de Programas e Projetos de Cooperação do Ministério da Economia (COOPE/DGE/SGC/SE/ME) - Contrato de Empréstimo BID 3391/OC-BR (PNAFM III) – Exercício 2021",Avaliação,Avaliação dos Contratos de Recursos Externos,Auditoria interna governamental,Não,28/11/2022,"Brasília/DF"
"Relatório de Avaliação nº 1076833 - Validação da Maturidade da Atividade de Auditoria Interna da INFRAERO",Avaliação,Outros,Auditoria interna governamental,Não,16/12/2022,"Brasília/DF"
"Relatório de Avaliação nº 1069127 - Utilização de recursos provenientes de emendas especiais - Prefeitura Municipal de Santa Cruz de Monte Castelo/PR",Avaliação,Outros,Auditoria interna governamental,,14/07/2022,"Santa Cruz de Monte Castelo/PR"
"Relatório de Avaliação nº 1069123 - Utilização de recursos provenientes de emendas especiais - Prefeitura Municipal de Marialva/PR",Avaliação,Outros,Auditoria interna governamental,,14/07/2022,Marialva/PR
"Relatório de Avaliação nº 1069112 - Utilização de recursos provenientes de emendas especiais - Prefeitura Municipal de Maringá/PR",Avaliação,Outros,Auditoria interna governamental,,14/07/2022,Maringá/PR
"Relatório de Avaliação nº 1069111 - Utilização de recursos provenientes de emendas especiais - Prefeitura Municipal de Missal/PR",Avaliação,Outros,Auditoria interna governamental,,14/07/2022,Missal/PR
"Relatório de Avaliação nº 1069109 - Utilização de recursos provenientes de emendas especiais - Prefeitura Municipal de Medianeira/PR",Avaliação,Outros,Auditoria interna governamental,,14/07/2022,"Medianeira/PR"
"Relatório de Avaliação nº 1069105 - Utilização de recursos provenientes de emendas especiais - Prefeitura Municipal de São Miguel do Iguaçu/PR",Avaliação,Outros,Auditoria interna governamental,,14/07/2022,"São Miguel do Iguaçu/PR"
"Relatório de Avaliação nº 1069077 - Utilização de recursos provenientes de emendas especiais - Prefeitura Municipal de Capanema/PR",Avaliação,Outros,Auditoria interna governamental,,14/07/2022,"Capanema/PR"
"Relatório de Avaliação nº 1065969- Utilização de recursos provenientes de emendas especiais - Prefeitura Municipal de Nova Lima/MG",Avaliação,Outros,Auditoria interna governamental,Não,15/07/2022,"Nova Lima/MG"
"Relatório de Avaliação nº 1062689- Utilização de recursos provenientes de emendas especiais - Prefeitura Municipal de Santa Luzia/MG",Avaliação,Outros,Auditoria interna governamental,Não,15/07/2022,"Santa Luzia/MG"
"Relatório de Avaliação nº 1057220-Utilização de recursos provenientes de emendas especiais - Prefeitura Municipal de Cachoeira do Piriá/PA",Avaliação,Outros,Auditoria interna governamental,Não,03/08/2022,"Cachoeira do Piriá/PA"
"Relatório de Avaliação nº 1057217 - Utilização de recursos provenientes de emendas especiais - Prefeitura Municipal de Viseu/PA",Avaliação,Outros,Auditoria interna governamental,Não,08/08/2022,"Viseu/PA"
"Relatório de Avaliação nº 1034262 - Desestatização da Eletrobras",Avaliação,Outros,Auditoria interna governamental,Não,22/11/2022,"Rio de Janeiro/RJ"
"Relatório de Avaliação nº 1034098-Utilização de recursos provenientes de emendas especiais - Prefeitura Municipal de Belém/PA",Avaliação,Outros,Auditoria interna governamental,Não,03/08/2022,"Belém/PA"
"Relatório de Avaliação nº 1033878- Utilização de recursos provenientes de emendas especiais - Prefeitura Municipal de Belo Horizonte/MG",Avaliação,Outros,Auditoria interna governamental,Não,15/07/2022,"Belo Horizonte/MG"
"Relatório de Avaliação nº 1030637 - Governança do Fundo Amazônia - Ministério do Meio Ambiente",Avaliação,Outros,Auditoria interna governamental,Não,28/06/2022,Brasília/DF
"Relatório de Avaliação nº 1020673 - Fundo de Amparo ao Trabalhador - 2021",Avaliação,Avaliação da Prestação Anual de Contas,Auditoria interna governamental,Não,20/05/2022,Brasília/DF
"Relatório de Avaliação nº 1015201 - Superintendência Regional do DNIT/MG - ALICE Pregão nº 266/2021",Avaliação,Outros,Auditoria interna governamental,Não,03/12/2021,"Belo Horizonte/MG, Montes Claros/MG"
"Relatório de Avaliação nº 1007520 - Validação da Maturidade da Atividade de Auditoria Interna do SERPRO",Avaliação,Outros,Auditoria interna governamental,Não,16/12/2022,Brasília/DF
"Relatório de Avaliação nº 1002717 - Superintendência Regional do DNIT/MG - ALICE Pregão nº 251/2021",Avaliação,Outros,Auditoria interna governamental,Não,03/12/2021,"Belo Horizonte/MG, Patos de Minas/MG"
"Relatório de Avaliação nº 1002694 - Superintendência Regional do DNIT/MG - ALICE Pregão nº 241/2021",Avaliação,Outros,Auditoria interna governamental,Não,03/12/2021,"Belo Horizonte/MG, Uberlândia/MG"
"Relatório de Avaliação nº 995602 - Prestação de serviços de saúde - Município de Contagem/MG",Avaliação,Outros,Auditoria Interna Governamental,Não,25/09/2023,"Contagem/MG"
"Relatório de Avaliação nº 962500 - CRSFN/ME, CRSNSP/ME e CRPC/MTP",Avaliação,Outros,Auditoria interna governamental,Não,17/11/2022,"Brasília/DF"
"Relatório de Avaliação nº 201900913 - Departamento de Logística em Saúde (Dlog)",Avaliação,Outros,Auditoria interna governamental,Sim,07/02/2022,"Brasília/DF"
"Relatório de Avaliação nº 1353850 - Gestão da carteira de Microcrédito Orientado do Banco da Amazônia S/A - BASA",Avaliação,Outros,Auditoria Interna Governamental,Não,04/03/2024,"Belém/PA"
"Relatório de Avaliação n° 963656 - SFB/Mapa: aquisição de novos sistemas de infraestrutura de alta eficiência e disponibilidade em ambientes de TI de missão crítica.",Apuração,Outros,Auditoria interna governamental,Não,23/02/2022,"Brasília/DF"
"Relatório de Avaliação n° 959461 - Avaliação do atendimento do art. 38 da Lei nº 13.303/2016 - Superintendência de Trens Urbanos de Belo Horizonte/CBTU",Avaliação,Outros,Auditoria interna governamental,Não,24/03/2022,"Belo Horizonte/MG"
"Relatório de Avaliação n° 906185 - Pregões Deficitários realizados abaixo do Limite de Dispensa",Avaliação,Outros,Auditoria interna governamental,Sim,13/12/2022,"Brasília/DF"
"Relatório de Avaliação n° 906059 - Programa Especial de Apoio ao Pequeno Exibidor (PEAPE) e Crédito Emergencial do Fundo Setorial do Audiovisual - ANCINE",Avaliação,Outros,Auditoria Interna Governamental,Não,14/03/2024,"Rio de Janeiro/RJ"
"Relatório de Avaliação n° 889031 - SAP/Mapa: avaliação do processo de ordenamento e desenvolvimento da aquicultura.",Avaliação,Outros,Auditoria interna governamental,Sim,23/08/2021,"Brasília/DF"
"Relatório de Avaliação n° 885800 - Incra: Regularização Fundiária de Territórios de Comunidades Remanescentes de Quilombos.",Avaliação,Outros,Auditoria interna governamental,Sim,28/12/2021,"Brasília/DF"
"Relatório de Avaliação n° 201800151 - Atenção à Saúde da População para Procedimentos em Média e Alta Complexidade no município de Belo Horizonte/MG",Não se aplica,Outros,Auditoria interna governamental,Sim,08/12/2021,"Belo Horizonte/MG"
"Relatório de Avaliação n° 201702183- Atenção à Saúde da População para Procedimentos em Média e Alta Complexidade no Município de Aracaju/SE",Não se aplica,Outros,Auditoria interna governamental,Sim,08/12/2021,"Aracaju/SE"
"Relatório de Avaliação n° 201702104 - Atenção à Saúde da População para Procedimentos em Média e Alta Complexidade no município de Aracaju/SE",Não se aplica,Outros,Auditoria interna governamental,Sim,08/12/2021,"Aracaju/SE"
"Relatório de Avaliação n° 201702089 - Atenção à Saúde da População para Procedimentos em Média e Alta Complexidade no município de Fortaleza/CE",Avaliação,Outros,Auditoria interna governamental,Sim,08/12/2021,"Fortaleza/CE"
"Relatório de Avaliação n° 201701951 - Apoio Financeiro para aquisição e distribuição de Medicamentos no Munícipio de Vitoria/ES",Avaliação,Outros,Auditoria interna governamental,Sim,08/12/2021,"Vitória/ES"
"Relatório de Avaliação n° 201701872 - Assistência Farmacêutica e Insumos estratégicos na Atenção Básica em Saúde no Munícipio de Estância/SE",Avaliação,Outros,Auditoria interna governamental,Sim,08/12/2021,"Aracaju/SE"
"Relatório de Avaliação n° 201700098 - Fortalecimento do Sistema Único de Saúde (SUS) no município de Aracaju/SE",Não se aplica,Outros,Auditoria interna governamental,Sim,08/12/2021,"Aracaju/SE"
"Relatório de Avaliação n° 1148350 - Análise Preventiva do Pregão n° 551/2021 - Superintendência Regional do DNIT/MG",Avaliação,Outros,Auditoria interna governamental,Não,12/05/2022,"Belo Horizonte/MG, Patos de Minas/MG"
"Relatório de Avaliação n° 1133410 - Análise Preventiva do Pregão n° 549/2021 - Superintendência Regional do DNIT/MG",Avaliação,Outros,Auditoria interna governamental,Não,15/03/2022,"Belo Horizonte/MG, Contagem/MG"
"Relatório de Avaliação n° 1125884 - Análise Preventiva do Pregão n° 53/2021 - 1ª Superintendência Regional da Codevasf/MG",Avaliação,Outros,Auditoria interna governamental,Não,16/03/2022,"Montes Claros/MG"
"Relatório de Avaliação n° 1079062 - Análise Preventiva do Pregão n° 24/2021 - 1ª Superintendência Regional da Codevasf/MG",Avaliação,Outros,Auditoria interna governamental,Não,18/03/2022,"Montes Claros/MG"
"Relatório de Avaliação n° 1076518 - Avaliação do atendimento do art. 38 da Lei nº 13.303/2016 - 1ª Superintendência da Codevasf/MG",Avaliação,Outros,Auditoria interna governamental,Não,14/09/2022,"Montes Claros/MG"
"Relatório de Avaliação n° 1063873 - Análise Preventiva dos Pregões n° 16/2021 e nº 35/2021 - 1ª Superintendência Regional da Codevasf/MG",Avaliação,Outros,Auditoria interna governamental,Não,16/03/2022,"Montes Claros/MG"
"Relatório de Avaliação n° 1052596 - Análise Preventiva do Pregão n° 320/2021 - Superintendência Regional do DNIT/MG",Avaliação,Outros,Auditoria interna governamental,Não,15/03/2022,"Belo Horizonte/MG, Teófilo Otoni/MG"
"Relatório de Avaliação n° 1052518 - Análise Preventiva do Pregão n° 310/2021 - Superintendência Regional do DNIT/MG",Avaliação,Outros,Auditoria interna governamental,Não,29/12/2022,"Belo Horizonte/MG, Teófilo Otoni/MG"
"Relatório de Avaliação n° 1048670 - Superintendência Regional do DNIT/MG - Análise Preventiva do Pregão n° 350/2021",Avaliação,Outros,Auditoria interna governamental,Não,28/01/2022,"Belo Horizonte/MG, Passos/MG"
"Relatório de Avaliação n° 1019785 - Prefeitura Municipal de Itabaiana/SE - Enfrentamento da Emergência de Saúde Pública de Importância Internacional decorrente Coronavírus",Apuração,Outros,Auditoria interna governamental,Não,15/06/2023,"Itabaiana/SE"
"Relatório de Avaliação nª 872975 - Auditoria do Seguro Defeso da lagosta - Cadastramento de pescadores e embarcações e pagamento dos benefícios.",Apuração,Outros,Auditoria interna governamental,Não,27/12/2021,"João Pessoa/PB"
"Relatório de Avaliação nª 821081 sobre Programa Nacional de Formação Continuada a Distância nas Ações do FNDE (Formação pela Escola - FPE)",Avaliação,Outros,Auditoria interna governamental,Sim,16/11/2021,"Brasília/DF"
"Relatório de Avaliação n.º836384 - Fiscalização de Entes Federados (7ªV FEF) - Água Nova/RN - Saúde e Planejamento Urbano.",Apuração,Fiscalização de Entes Federativos,Auditoria Interna Governamental,Não,20/12/2021,"Água Nova/RN"
"Relatório de Avaliação n.º836379 - Fiscalização de Entes Federados (7ªV FEF) - Janduís/RN - Saúde e Planejamento Urbano.",Apuração,Fiscalização de Entes Federativos,Auditoria Interna Governamental,Não,20/09/2021,"Janduís/RN"
"Relatório de Avaliação n.º 953921 - SESI/CN - Patrocínios Concedidos",Avaliação,Outros,Auditoria interna governamental,Não,17/12/2021,"Belém/PA"
"Relatório de Avaliação n.º 935625 - FCRB - Avaliação quanto à regularidade das contratações",Avaliação,Outros,"Auditoria interna governamental",Não,14/07/2021,"Rio de Janeiro/RJ"
"Relatório de Avaliação n.º 905611 - UFSCar - Unidade de Auditoria Interna (Audin)",Avaliação,Outros,"Auditoria interna governamental",Não,20/04/2022,"São Carlos/SP"
"Relatório de Avaliação n.º 905610 - UFSCar - Maturidade da Gestão de Riscos",Avaliação,Outros,"Auditoria Interna Governamental",Não,20/04/2022,"São Carlos/SP"
"Relatório de Avaliação n.º 905566 - UFSCar - Processo de Concessão de Adicionais Ocupacionais",Avaliação,Outros,"Auditoria interna governamental",Não,02/06/2022,"São Carlos/SP"
"Relatório de Avaliação n.º 905330 - Funasa e AGESPISA - Esgotamento Sanitário em Barras/PI",Avaliação,Outros,"Auditoria Interna Governamental",Não,18/09/2023,"Barras/PI, Teresina/PI"
"Relatório de Avaliação n.º 905326 - Funasa e AGESPISA - Esgotamento Sanitário em Pedro II/PI",Avaliação,Outros,"Auditoria Interna Governamental",Não,18/09/2023,"Pedro II/PI, Teresina/PI"
"Relatório de Avaliação n.º 905151 - Funasa e Governo do Estado do Piauí/SECID - Esgotamento Sanitário em Joaquim Pires/PI",Avaliação,Outros,"Auditoria Interna Governamental",Não,31/10/2023,"Joaquim Pires/PI, Teresina/PI"
"Relatório de Avaliação n.º 878700 - Secretaria Municipal de Saúde de Palmas - SEMUS - Plano de Gestão de riscos",Avaliação,Outros,"Auditoria interna governamental",Não,13/09/2021,"Palmas/TO"
"Relatório de Avaliação n.º 834698 - Fiscalização de Entes Federados (7ªV FEF) - Brejinho de Nazaré/TO - Obras de infraestrutura e Fundos Municipais de Saúde e Educação.",Apuração,"Fiscalização de Entes Federativos","Auditoria Interna Governamental",Não,01/10/2021,"Brejinho de Nazaré/TO"
"Relatório de Avaliação n.º 827448 - Funasa e Prefeitura Municipal de São Braz do Piauí - Abastecimento de água",Apuração,Outros,"Auditoria interna governamental",Sim,05/06/2023,"São Braz do Piauí/PI"
"Relatório de Avaliação n.º 816831 - Funasa e Prefeitura Municipal de Caracol/PI - Abastecimento de água",Avaliação,Outros,"Auditoria interna governamental",Sim,05/06/2023,"Caracol/PI"
"Relatório de Avaliação n.º 1133314 - COMPANHIA DOCAS DO PARA - Análise de Licitação número '31/2021' decorrente de alerta do Sistema Alice.",Avaliação,Outros,"Auditoria interna governamental",Não,23/02/2022,"Belém/PA"
"Relatório de Avaliação n.º 954799 - Superintendência Federal de Agricultura no Tocantins - SFA/TO - Avaliação de convênios e contratos de repasse celebrados pelo MAPA, por meio da SFA/TO",Avaliação,Outros,"Auditoria interna governamental",Não,01/08/2022,"Palmas/TO"
"Relatório de Avaliação n.º 952263 - Departamento de Estradas de Rodagem, Infraestrutura Hidroviária e Aeroportuária do Acre (Deracre) - Avaliação do RDCI Eletrônico n. 001/2019 - Construção do Contorno Rodoviário de Brasiléia/AC",Avaliação,Outros,"Auditoria interna governamental",Não,08/11/2021,"Brasiléia/AC"
"Relatório de Avaliação n.º 948629 - Prefeitura Municipal de Porto Nacional/TO - Avaliação da execução de convênios de infraestrutura",Apuração,Outros,"Auditoria interna governamental",Não,13/07/2022,"Porto Nacional/TO"
"Relatório de Avaliação n.º 939587 - avaliação do pagamento do programa de Participação de Lucros e Resultados da CTG Eletrosul, exercício de 2017 e 2018",Avaliação,Outros,"Auditoria interna governamental",Não,04/02/2022,"Florianópolis/SC"
"Relatório de Avaliação n.º 912387 - avaliação da Gestão de Riscos e Desastres no município de Rio do Sul/SC",Avaliação,Outros,"Auditoria interna governamental",Sim,19/08/2021,"Rio do Sul/SC"
"Relatório de Avaliação n.º 912383 - avaliação da Gestão de Riscos e Desastres no município de Rio do Oeste/SC",Avaliação,Outros,"Auditoria interna governamental",Não,30/08/2021,"Rio do Oeste/SC"
"Relatório de Avaliação n.º 912380 - avaliação da Gestão de Riscos e Desastres no município de Brusque/SC",Avaliação,Outros,"Auditoria interna governamental",Não,08/09/2021,"Brusque/SC"
"Relatório de Avaliação n.º 912361 - avaliação da Gestão de Riscos e Desastres no município de Angelina/SC",Avaliação,Outros,"Auditoria interna governamental",Não,08/09/2021,"Angelina/SC"
"Relatório de Avaliação n.º 912350 - avaliação da Gestão de Riscos e Desastres no município de Alfredo Wagner/SC",Avaliação,Outros,"Auditoria interna governamental",Sim,25/08/2021,"Alfredo Wagner/SC"
"Relatório de Avaliação n.º 912299 - avaliação da Gestão de Riscos e Desastres no município de Agronômica/SC",Avaliação,Outros,"Auditoria interna governamental",Não,30/08/2021,"Agronômica/SC"
"Relatório de Avaliação n.º 912294 - avaliação da Gestão de Riscos e Desastres no município de Agrolândia/SC",Avaliação,Outros,"Auditoria interna governamental",Não,08/09/2021,"Agrolândia/SC"
"Relatório de Avaliação n.º 912291 - avaliação da Gestão de Riscos e Desastres no município de Xanxerê/SC",Avaliação,Outros,"Auditoria interna governamental",Não,30/08/2021,"Xanxerê/SC"
"Relatório de Avaliação n.º 912290 - avaliação da Gestão de Riscos e Desastres no município de Blumenau/SC",Avaliação,Outros,"Auditoria interna governamental",Não,08/09/2021,"Blumenau/SC"
"Relatório de Avaliação n.º 912285 - avaliação da Gestão de Riscos e Desastres no município de Papanduva/SC",Avaliação,Outros,"Auditoria interna governamental",Não,30/08/2021,"Papanduva/SC"
"Relatório de Avaliação n.º 912276 - avaliação da Gestão de Riscos e Desastres no município de Laurentino/SC",Avaliação,Outros,"Auditoria interna governamental",Sim,19/08/2021,"Laurentino/SC"
"Relatório de Avaliação n.º 907079 - Universidade Federal da Grande Dourados (UFGD) - Programa Nacional de Assistência Estudantil (PNAES)",Avaliação,Outros,"Auditoria interna governamental",Sim,18/10/2021,"Dourados/MS"
"Relatório de Avaliação n.º 907078 - Universidade Federal de Mato Grosso do Sul (UFMS) - Programa Nacional de Assistência Estudantil (PNAES)",Avaliação,Outros,"Auditoria interna governamental",Não,04/04/2022,"Mato Grosso do Sul"
"Relatório de Avaliação n.º 903473 - DNIT/MT - Contorno Norte Cuiabá - Várzea Grande/MT",Avaliação,Outros,"Auditoria interna governamental",Não,02/05/2023,"Cuiabá/MT"
"Relatório de Avaliação n. 901222 - Avaliação da regulação dos serviços ambulatoriais de saúde de média e alta complexidade custeados com recursos federais geridos pelo Município de Florianópolis/SC",Avaliação,Outros,Auditoria interna governamental,Não,07/03/2023,"Florianópolis/SC"
"Relatório de Avaliação n. 901213 - avaliação do processo “Prevenir e combater crimes e ilícitos em rodovias federais e áreas de interesse da União” na SPRF/SC.",Avaliação,Outros,Auditoria Interna Governamental,Não,29/11/2023,"Florianópolis/SC"
"Relatório de Avaliação n. 901144 - avaliação do planejamento, programação e execução dos serviços cirúrgicos no âmbito do HU/UFSC",Avaliação,Outros,Auditoria interna governamental,Não,01/08/2022,"Florianópolis/SC"
"Relatório de Avaliação n. 900985- avaliação da contratação e da gestão dos contratos de vigilância e de limpeza para atender ao Dnit/SC",Avaliação,Outros,Auditoria interna governamental,Não,01/06/2022,"Florianópolis/SC"
"Relatório de Avaliação n. 900980 - avaliação da contratação e da gestão dos contratos de vigilância e de limpeza sob competência da GRA/SC",Avaliação,Outros,Auditoria interna governamental,Não,15/09/2022,"Florianópolis/SC"
"Relatório de Avaliação n. 900962 - avaliação da contratação e da gestão dos contratos de vigilância e de limpeza para atender ao IBGE/SC",Avaliação,Outros,Auditoria interna governamental,Não,05/05/2022,"Florianópolis/SC"
"Relatório de Avaliação n. 900959 - avaliação da contratação e da gestão dos contratos de vigilância e de limpeza para atender à SFA-SC",Avaliação,Outros,Auditoria interna governamental,Não,06/12/2022,"Florianópolis/SC"
"Relatório de Avaliação n. 900955 - avaliação da contratação e da gestão dos contratos de vigilância e de limpeza para atender a ANM/SC",Avaliação,Outros,Auditoria interna governamental,Não,05/05/2022,"Florianópolis/SC"
"Relatório de Avaliação n. 900950 - avaliação da contratação e da gestão dos contratos de vigilância e de limpeza para atender os campi do IFSC",Avaliação,Outros,Auditoria interna governamental,Não,21/12/2021,"Florianópolis/SC"
"Relatório de Avaliação n. 900933 - avaliação da contratação e da gestão dos contratos de vigilância e de limpeza sob competência da SPRF/SC",Avaliação,Outros,Auditoria interna governamental,Não,06/12/2022,"Florianópolis/SC"
"Relatório de Avaliação n. 900915 - avaliação da contratação e da gestão dos contratos de vigilância e de limpeza para atender os campi do IFC",Avaliação,Outros,Auditoria interna governamental,Não,06/01/2022,"Blumenau/SC"
"Relatório de Avaliação n. 900907 - avaliação da contratação e da gestão dos contratos de vigilância e de limpeza para atender os campi da UFSC",Avaliação,Outros,Auditoria interna governamental,Não,16/03/2022,"Florianópolis/SC"
"Relatório de Avaliação n. 899768 - auditoria em obras do Residencial Jonas Pinheiro III, Cuiabá-MT.",Avaliação,Outros,Auditoria interna governamental,Não,21/01/2022,"Cuiabá/MT"
