TÍTULO,TIPO_DE_SERVIÇO,GRUPO_DE_ATIVIDADE,LINHA_DE_AÇÃO,AVALIAÇÃO_DE_POLÍTICA_PÚBLICA,PUBLICADO_EM,LOCALIDADES
Relatório de Avaliação nº 968070 - SESI/PI - Contratos de Terceirização,Avaliação,Outros,Auditoria interna governamental,Não,03/05/2023,Teresina/PI
Relatório de Avaliação nº 1205094 - SEMAS/PA - AÇÃO ORÇAMENTÁRIA 21BS (2ª etapa),Avaliação,Outros,Auditoria interna governamental,Não,03/05/2023,Belém/PA
Avaliação do Censo Escolar no Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira (INEP),Avaliação,Outros,Auditoria interna governamental,Não,02/05/2023,Brasília/DF
Fortalecimento do Sistema Único de Saude/Atenção a Saúde/Recursos repassados ao Fundo Estadual de Saúde de Santa Catarina/SC,Avaliação,Outros,Auditoria interna governamental,Sim,02/05/2023,Caçador/SC
Relatório de Avaliação n. 903473 - DNIT/MT - Contorno Norte Cuiabá - Várzea Grande/MT,Avaliação,Outros,Auditoria interna governamental,Não,02/05/2023	Cuiabá/MT,
Relatório de Auditoria nº 903050 - Avaliação da eficiência da gestão e da decisão por investimento em geração de energia solar pelo IFMT.,Avaliação,Outros	Auditoria interna governamental,Não,02/05/2023,"Alta Floresta/MT, Barra do Garças/MT, Cáceres/MT, Confresa/MT, Cuiabá/MT, Diamantino/MT, Guarantã do Norte/MT, Juína/MT, Lucas do Rio Verde/MT, Pontes e Lacerda/MT, Primavera do Leste/MT, Rondonópolis/MT, Sinop/MT, Sorriso/MT, Tangará da Serra/MT, Várzea Grande/MT",
Relatório de Apuração nº 202000109 - Precatórios Fundef - Sítio do Mato/BA,Apuração,Demandas Externas e Representações,Auditoria interna governamental,Não,02/05/2023,Sítio do Mato/BA
Publicação - Avaliação da necessidade de investimento de projetos (obras e outras iniciativas de infraestrutura) em execução e paralisados no IFMT (a partir dos dados do SIMEC).,Avaliação,Outros,Auditoria interna governamental,Não,02/05/2023,"Alta Floresta/MT, Barra do Garças/MT, Cáceres/MT, Cuiabá/MT, Diamantino/MT, Guarantã do Norte/MT, Juína/MT, Lucas do Rio Verde/MT, Pontes e Lacerda/MT, Primavera do Leste/MT, Rondonópolis/MT, Sinop/MT, Sorriso/MT, Tangará da Serra/MT, Várzea Grande/MT"
Relatório de Avaliação nº 907132-Funasa/AL-Convênio nº 224/2018-Sistema de abastecimento de água de Anadia/AL,Avaliação,Outros,Auditoria Interna Governamental,Não,02/05/2023,"Anadia/AL, Maceió/AL"
Avaliação do Edital de Termo de Referência da Licitação nº 10/2021 do Conselho Regional de Engenharia e Agronomia do Paraná (CREA/PR),Avaliação,Outros,Auditoria interna governamental,Não,28/04/2023,Curitiba/PR
Relatório de Apuração nº 906439 - Fundeb - Município de Pavussu,Apuração,Outros,Auditoria interna governamental,Sim,27/04/2023,Pavussu/PI
"Publicação - PM/RR - Avaliação da gestão da execução do Convênio nº 888276, cujo objeto é a aquisição de viaturas e equipamentos para modernização da Polícia Militar do Estado de Roraima, no valor previsto de R$ 13.758.911,00.",Avaliação,Outros,Auditoria interna governamental,Não,27/04/2023,Boa Vista/RR
Publicação - AAC Petrobras exercício 2021,Avaliação,Avaliação da Prestação Anual de Contas,Auditoria interna governamental,Não,27/04/2023,"Rio de Janeiro/RJ, Brasília/DF"
"Publicação - PC/RR - Avaliação da gestão da execução do Convênio nº 891322, cujo objeto é a aquisição de viaturas e equipamentos para modernização da Polícia Civil do Estado de Roraima, no valor previsto de R$ 7.300.000,00.",Avaliação,Outros,Auditoria interna governamental,Não,27/04/2023,Boa Vista/RR
Relatório de Apuração nº 906440 - PNAE (Merenda Escolar) - Município de Pavussu,Apuração,Outros,Auditoria interna governamental,Sim,27/04/2023,Pavussu/PI
Relatório de Apuração nº 906441 - PNATE (Transporte Escolar) - Município de Pavussu,Apuração,Outros,Auditoria interna governamental,Sim,27/04/2023,Pavussu/PI
Relatório de Apuração nº 906443 - Bloco de Custeio da Assistência Social - Município de Pavussu,Apuração,Outros,Auditoria interna governamental,Sim,27/04/2023,Pavussu/PI
"Relatório de Auditoria nº 817082 - Contratações de afretamento de unidades estacionárias de produção de petróleo do tipo FPSO (Unidade Flutuante de Produção, Armazenamento e Transferência) pela Petróleo Brasileiro S.A. - Petrobras",Avaliação,Outros,Auditoria interna governamental,Não,27/04/2023,Rio de Janeiro
Publicação - Análise de Licitação número '27/2022' da UASG '153115 - MEC-UFRJ-UNIVERSID.FED.DO RIO DE JANEIRO/RJ (RIO DE JANEIRO/RJ)',Avaliação,Outros,Auditoria interna governamental,Não,27/04/2023,Rio de Janeiro
Relatório de Apuração nº 906442 - Bloco de Custeio da Saúde - Município de Pavussu,Apuração,Outros,Auditoria interna governamental,Sim,27/04/2023,Pavussu/PI
Publicação - Auditoria Baseada em Riscos (ABR) sobre a aquisição de medicamentos do componente da Atenção Básica no Estado de Mato Grosso.,Avaliação,Outros,Auditoria interna governamental,Não,27/04/2023,Cuiabá/MT
"Publicação - Análise da Licitação Número '42/2022' da UASG '158144 - INST.FED.DE EDUC., CIENC.E TE.DE MATO GROSSO (CUIABA/MT)'",Avaliação,Análise de Alertas de Licitações,Auditoria interna governamental,Não,27/04/2023,
Análise Preventiva do edital de Licitação n. 17/2023 - DNIT/RS,Avaliação,Análise de Alertas de Licitações,Auditoria interna governamental,Não,26/04/2023,
Avalição das ações de inclusão produtiva no Ministério da Cidadania,Avaliação,Outros,Auditoria interna governamental,Não,25/04/2023,Brasília/DF
Publicação do relatório 201800147 (nr ATIVA)-Regulação Oncologia-#830870 (nr e-Aud).,Avaliação,Outros,Auditoria interna governamental,Sim,25/04/2023,Manaus/AM
PMG - Município de Fartura do Piauí,Apuração,Fiscalização de Entes Federativos,Auditoria Interna Governamental,Sim,25/04/2023,Fartura do Piauí/PI
Relatório de Apuração 902702 - DSEI/GUATOC - Contratação e Execução do Transporte Aéreo Indígena,Apuração,Outros,Auditoria interna governamental,Não,19/04/2023,Belém/PA
"Publicação - Auditoria de Apuração – Avaliação da regularidade das ações de fomento ao setor da cultura mediante editais implementados em 2020, pela Secretaria de Estado da Comunicação e da Cultura / Superintendência-Geral da Cultura/Governo do Estado do Paraná, com fundamento no art. 2º, inciso III, Lei Aldir Blanc - Lei nº 14.017, de 29 de junho de 2020.",Apuração,Auditoria interna governamental,Sim,11/04/2023,Curitiba/PR,
Publicação - Análise de Licitação número '9/2022' da UASG '550005 - SUBSECRETARIA DE ASSUNTOS ADMINISTRATIVOS (BRASILIA/DF)',Avaliação,Outros,Auditoria interna governamental,Não,11/04/2023,Brasília/DF
Publicação - Análise da Licitação Número '8/2023' da UASG '179083 - CASA DA MOEDA DO BRASIL/MF (RIO DE JANEIRO/RJ)',Avaliação,Análise de Alertas de Licitações,Auditoria interna governamental,Não,11/04/2023,
Publicação - SRP na Codevasf - Contratos n º 155/2020 e 164/2020 decorrentes da ARP 17/2020 para pavimentação em TSD,Avaliação,Outros,Auditoria interna governamental,Não,06/04/2023,Brasília/DF
"Publicação - Avaliação de uso de SRP em obras de pavimentação pela CODEVASF - ação com a CGU/MA (contratos 8.469.00/2019, 8.470.00/2019 e 8.482.00/2019)",Avaliação,Outros,Auditoria interna governamental,Não,06/04/2023,"Lago da Pedra/MA, São Luís/MA, Vitorino Freire/MA"
Relatório de Apuração 875361 - Análise de pagamentos de exames laboratoriais realizados pela Secretaria Municipal de Saúde de Criciúma/SC,Apuração,Outros,Auditoria interna governamental,Não,06/04/2023,Criciúma/SC
Publicação - 2022 - ABR - Gestão de Ativos - Senad,Avaliação,Outros,Auditoria interna governamental,Não,05/04/2023,Brasília/DF
Publicação - 2022 - ABR Funai - Auditoria Baseada em Riscos - Fundação Nacional do Índio,Avaliação,Outros,Auditoria interna governamental,Não,05/04/2023,Brasília/DF
Relatório de Avaliação nº 1203958 - Avaliação de uso de SRP em obras de pavimentação pela CODEVASF - 1ª Superintendência Regional da Codevasf/MG,Avaliação,Outros,Auditoria interna governamental,Não,04/04/2023,"Montes Claros/MG, Piedade dos Gerais/MG"
"Publicação - Avaliação de uso de SRP em obras de pavimentação pela CODEVASF na Bahia (contratos 2.512.00/2020, 2.553.00/2020, 2.349.00/2019 e 2.354.00/2019)",Avaliação,Outros,Auditoria interna governamental,Não,04/04/2023,"Boquira/BA, Caturama/BA, Irecê/BA, Oliveira dos Brejinhos/BA, Brasília/DF"
Publicação - Consolidação das avaliações de pavimentos da CODEVASF pelas Regionais,Avaliação,Outros,Auditoria interna governamental,Não,04/04/2023,Brasília/DF
Relatório de Auditoria nº 1199251 - Avaliação do uso de SRP em obras de pavimentação no estado do Ceará - CODEVASF,Avaliação,Outros,Auditoria interna governamental,Não,04/04/2023,"Crateús/CE, Croatá/CE, Fortaleza/CE, Independência/CE, Ipu/CE, Quiterianópolis/CE, Tianguá/CE, Ubajara/CE"
"Relatório de Avaliação Preventiva de Licitações, Editais e Contratos nº 1377267 - Análise Preventiva do Pregão n° 46/2022 - 1ª Superintendência Regional da Codevasf/MG",Avaliação,Análise de Alertas de Licitações,Auditoria interna governamental,Não,04/04/2023,
Publicação - Avaliação do cumprimento da LC nº 173/2020 - NUCLEP,Avaliação,Outros,Auditoria interna governamental,Não,03/04/2023,Rio de Janeiro/RJ
Publicação - Destinação para APF – Oportunidades para racionalização no uso de imóveis,Avaliação,Outros,Auditoria interna governamental,Não,03/04/2023,Brasília/DF
Relatório de Avaliação 957297 BNDES PLR,Avaliação,Outros,Auditoria interna governamental,Não,31/03/2023,Rio de Janeiro/RJ
Avaliação da gestão dos alertas de desmatamento críticos identificados.,Avaliação,Outros,Auditoria interna governamental,Sim,30/03/2023,Brasília/DF
Publicação - Avaliação da execução do Contrato 586/2017 – DNIT/SC – BR-158/SC e BR 282/SC.,Avaliação,Outros,Auditoria interna governamental,Não,30/03/2023,Florianópolis/SC
Relatório de Auditoria n° 1344626 - Análise Preventiva do Edital nº 21/2022 - DNOCS,Avaliação,Análise de Alertas de Licitações,Auditoria interna governamental,Não,29/03/2023,
Relatório de Auditoria n° 1351987 - Análise Preventiva do Edital nº 23/2022 - DNOCS,Avaliação,Análise de Alertas de Licitações,Auditoria interna governamental,Não,29/03/2023,
"Relatório de Avaliação nº 1093892 - Superintendência Estadual da Funasa em São Paulo - Suest/SP - Pregão Eletrônico nº 4/2021, respectiva contratação, com previsão de cadastro de reserva, e a alocação de pessoal terceirizado",Avaliação,Outros,Auditoria interna governamental,Não,28/03/2023,São Paulo/SP
Relatório de Apuração nº 822283 - Convênio 778434 - Emater/PI,Apuração,Outros,Auditoria interna governamental,Não,26/03/2023,Teresina/PI
Relatório de Apuração nº 822346 - Educação - FUNDEB - Município de União,Apuração,Outros,Auditoria interna governamental,Sim,26/03/2023,União/PI
Relatório de Apuração nº 822342 - Educação - PNAE - Município de União,Apuração,Outros,Auditoria interna governamental,Sim,26/03/2023,União/PI
Relatório de Apuração nº 822343 - Educação - PNATE - Município de União,Apuração,Outros,Auditoria interna governamental,Sim,26/03/2023,União/PI
Relatório nº 201505377 - Serviço Social da Industria-Sesi_Departamento Regional da Bahia,Avaliação,Outros,Auditoria interna governamental,Não,24/03/2023,Salvador/BA
Extinto Fundo PIS/PASEP - Valores a Receber,Avaliação,Outros,Auditoria interna governamental,Não,24/03/2023,Brasília/DF
Relatório de Avaliação nº 1405557 - Análise Preventiva do Pregão n° 03/2023 - Superintendência Regional do DNIT/MG,Avaliação,Análise de Alertas de Licitações,Auditoria interna governamental,Não,24/03/2023,
"Publicação - Avaliação dos Resultados da Gestão - MMA - 2020, 2021, 2022",Avaliação,Outros,Auditoria interna governamental,Sim,23/03/2023,Brasília/DF
"Relatório de Apuração nº 1031572 - Contratos Emergenciais nº 72/2020, 73/2020 e 76/2020, firmados entre a Prefeitura Municipal de São Vicente/SP e a Associação das Crianças Excepcionais de Nova Iguaçu - Aceni",Apuração,Auditoria interna governamental,Não,21/03/2023,São Vicente/SP,
"Relatório de Apuração nº 918690 - Contrato de Gestão nº 348/2015, firmado entre a Prefeitura Municipal de Santo André/SP e a Fundação do ABC",Apuração,Outros,Auditoria interna governamental,Não,21/03/2023,Santo André/SP
Publicação - [SDI] Avaliação da atuação do Mapa no âmbito do desenvolvimento da Cadeia Produtiva do Leite.,Avaliação,Outros,Auditoria interna governamental,Sim,20/03/2023,Brasília/DF
Publicação - CGUTO - Análise da aplicação de recursos federais no município de Aliança/TO - Obras - 1275532,Apuração,Auditoria interna governamental,Não,17/03/2023,Aliança do Tocantins/TO,
Publicação - Contribuição para os Fundos de Previdência Privada (Sesi e Senai),Avaliação,Outros,Auditoria interna governamental,Não,16/03/2023,Brasília/DF
"Avaliação dos Resultados da Gestão -Casais - Canarana-Querencia, Gaucha do Norte e Sinop vinculadas ao Distrito Sanitário Especial Indígena - XINGU/MT",Avaliação,Outros,Auditoria interna governamental,Não,16/03/2023,Canarana/MT
Publicação - CGUTO - Análise da aplicação de recursos federais no município de Aliança/TO - Saúde e Educação - 1266373,Apuração,Auditoria interna governamental,Sim,16/03/2023,Aliança do Tocantins/TO,
Relatório de Verificação da Prestação de Contas nº 1076113 - Superintendência de Desenvolvimento do Centro-Oeste - Exercício 2021,Avaliação,Outros,Auditoria interna governamental,Não,16/03/2023,Brasília/DF
Publicação - Análise da Licitação Número '13/2022' da UASG '364102 - CNPQ - ADMINISTRACAO CENTRAL (BRASILIA/DF)',Avaliação,Análise de Alertas de Licitações,Auditoria interna governamental,Não,16/03/2023,
Publicação - Análise da Licitação Número '16/2022' da UASG '240101 - MCT-COORD. GERAL DE RECURSOS LOGÍSTICOS/DF (BRASILIA/DF)',Avaliação,Análise de Alertas de Licitações,Auditoria interna governamental,Não,16/03/2023,
Publicação - Avaliação dos Relatórios de Gestão do MCTI e Unidades Vinculadas,Avaliação,Outros,Auditoria interna governamental,Não,13/03/2023,"Rio de Janeiro/RJ, Brasília/DF"
Publicação - Avaliação - Certificação de Imóveis Rurais,Avaliação,Outros,Auditoria interna governamental,Não,10/03/2023,Brasília/DF
Publicação - Análise prévia do Pregão SEEDF nº 09/2022,Apuração,Outros,Auditoria interna governamental,Não,10/03/2023,Brasília/DF
Relatório de Avaliação dos Resultados da Gestão n° 201902632 - Rede Nacional de Ensino e Pesquisa - RNP,Avaliação,Outros,Auditoria interna governamental,Não,09/03/2023,Rio de Janeiro
Publicação - Aquisições de alimentação escolar da agricultura familiar no DF,Apuração,Auditoria interna governamental,Sim,09/03/2023,Brasília/DF,
Relatório de Avaliação 202000008 - SECRETARIA DE ESTADO DO DESENVOLVIMENTO ECONÔMICO SUSTENTÁVEL - SDE/SC,Avaliação,Outros,Auditoria interna governamental,Não,09/03/2023,Florianópolis/SC
RELATÓRIO DE AVALIAÇÃO do Programa Investimentos em Infraestrutura Energética Programa Celesc D+Energia – BID BR-L1491/Contrato de Empréstimo nº 4404/OC-BR,Avaliação,Avaliação dos Contratos de Recursos Externos,Auditoria interna governamental,Não,08/03/2023,Florianópolis/SC
Publicação - Avaliação da transferência SENAR-CONTAG - n° 001/2019,Avaliação,Outros,Auditoria interna governamental,Não,08/03/2023,Brasília/DF
Relatório de Consultoria para contribuições à minuta da versão compatibilizada da IN SGD/ME 01/2019 com a Lei 14.133/2021,Consultoria,Outros,Auditoria interna governamental,Não,08/03/2023,
Relatório de Verificação da Prestação de Contas da ANA - exercício 2021,Avaliação,Avaliação da Prestação Anual de Contas,Auditoria interna governamental,Não,08/03/2023,Brasília/DF
Relatório de Avaliação n. 901222 - Avaliação da regulação dos serviços ambulatoriais de saúde de média e alta complexidade custeados com recursos federais geridos pelo Município de Florianópolis/SC,Avaliação,Outros	Auditoria interna governamental,Não,07/03/2023,Florianópolis/SC,
Relatório de Auditoria 905208 - Obras do Anel Viário de Fortaleza - Superintendência Regional do DNIT no estado do Ceará,Avaliação,Outros,Auditoria interna governamental,Não,07/03/2023,Ceará
Publicação - Análise da Licitação Número '2/2023' da UASG '257040 - DISTRITO SANIT.ESP.INDÍGENA - XAVANTE (BARRA DO GARCAS/MT)',Avaliação	Análise de Alertas de Licitações,Auditoria interna governamental,Não,06/03/2023,,
Publicação - Análise da Licitação Número '79/2022' da UASG '158144 - INST.FED.DE EDUC.,CIENC.E TE.DE MATO GROSSO (CUIABA/MT)',Avaliação	Análise de Alertas de Licitações,Auditoria interna governamental,Não,06/03/2023,
Relatório de Apuração nº 201900461 - PNAE - Município de Santa Rosa,Apuração,Demandas Externas e Representações,Auditoria interna governamental,Não,05/03/2023,Santa Rosa do Piauí/PI
Publicação - Destinação para Infraestrutura (econômicas) - Eficácia das superintendências estaduais - Piloto AL,Avaliação,Outros,Auditoria interna governamental,Não,03/03/2023,Brasília/DF
Relatório de Avaliação nº 958443 - Plano Nacional de Manutenção Rodoviária - DNIT,Avaliação,Outros,Auditoria interna governamental,Não,02/03/2023,Brasília/DF
Publicação - Análise da Licitação Número '474/2022' da UASG '393010 - DEPART.NACIONAL DE INFRA-ESTR. DE TRANSPORTE (CAMPO GRANDE/MS)',Avaliação,Análise de Alertas de Licitações,Auditoria interna governamental,Não,01/03/2023,
Relatório de Apuração nº 201900957 - FUNDEB - Município de Nazaré do Piauí,Apuração,Demandas Externas e Representações,Auditoria interna governamental,Não,01/03/2023,Nazaré do Piauí/PI
Relatório de Apuração nº 201900460 - PNATE - Município de Santa Rosa,Apuração,Demandas Externas e Representações	Auditoria interna governamental	Não	01/03/2023,Santa Rosa do Piauí/PI,,,
Relatório de Apuração nº 1154415 - Convênio SICONV nº 776593 - Ministério da Cidadania,Apuração,Outros,Auditoria interna governamental,Não,01/03/2023,Brasília/DF
Relatório de Apuração nº 201900956 - PNATE - Município de Nazaré do Piauí,Apuração,Demandas Externas e Representações,Auditoria interna governamental,Não,01/03/2023,Nazaré do Piauí/PI
Ação de Fiscalização na verificação do cumprimento das obrigações no TC - MPF/CGU/BB e CEF. OS 201801514 - Rio de Janeiro/RJ,Avaliação,Outros,Auditoria interna governamental,Não,01/03/2023,Rio de Janeiro/RJ
Ação de Fiscalização na verificação do cumprimento das obrigações no TC - MPF/CGU/BB e CEF. OS 201801726 - Brasilia-DF,Avaliação,Outros,Auditoria interna governamental,Sim,01/03/2023,Brasília/DF
Relatório de Avaliação dos Resultados da Gestão n° 201902487 - Instituto Nacional da Propriedade Industrial - INPI,Avaliação,Outros,Auditoria interna governamental,Não,24/02/2023,Rio de Janeiro
"Relatório de Avaliação Preventiva de Licitações, Editais e Contratos nº 1360371 - Análise Preventiva do Pregão n° 22/2022 - 1ª Superintendência Regional da Codevasf/MG",Avaliação,Análise de Alertas de Licitações,Auditoria interna governamental,Não,23/02/2023,
"Publicação - CGU-R/RR - Avaliação do Programa Nacional de Alimentação Escolar – PNAE, no município de Boa Vista/RR.",Avaliação,Outros,Auditoria interna governamental,Não,22/02/2023,Boa Vista/RR
Relatório de Apuração nº 825648 - PAB Fixo - Município de Valença do Piauí,Apuração,Outros,Auditoria interna governamental,Sim,22/02/2023,Valença do Piauí/PI
Relatório de Apuração nº 825643 - Transporte Escolar - Município de Valença do Piauí,Apuração,Outros,Auditoria interna governamental,Sim,22/02/2023,Valença do Piauí/PI
Relatório de Consultoria nº 1094755 - Instituto Nacional do Seguro Social,Consultoria,Outros,Auditoria interna governamental,Não,16/02/2023,Brasília/DF
Relatório de Avaliação nº 906602 - Precatórios do Fundef - Coruripe/AL,Apuração,Outros,Auditoria interna governamental,Não,16/02/2023,Coruripe/AL
"Relatório de Avaliação Preventiva de Licitações, Editais e Contratos nº 1351986 (Pregão nº 010/2022) - CODEVASF - 3ªSR",Avaliação,Análise de Alertas de Licitações,Auditoria interna governamental,Não,16/02/2023,
Publicação - Avaliação sobre o emprego dos recursos advindos do Acordo de Destinação de Valores consignados na ADPF n. 568 repassados ao Incra para a execução de atividades de Regularização Fundiária e Assistência Técnica e Extensão Rural em Mato Grosso.,Avaliação,Outros,Auditoria interna governamental,Não,16/02/2023,Cuiabá/MT
Análise da Licitação Número '486/2022' da UASG '393010 - DEPART.NACIONAL DE INFRA-ESTR. DE TRANSPORTE (CAMPO GRANDE/MS)',Avaliação,Análise de Alertas de Licitações,Auditoria interna governamental,Não,14/02/2023,
Relatório de Avaliação nº 1201020 - Avaliação da aplicação dos recursos oriundos do MDR e e repassados à Codevasf para a contratação de empresa para execução de serviços de pavimentação asfáltica de vias urbanas e rurais no município de Caldazinha/GO.,Avaliação,Outros,Auditoria interna governamental,Não,13/02/2023,"Caldazinha/GO, Goiânia/GO"
Relatório de Auditoria 1376035 - Análise Preliminar da Licitação 0461/2022 do Dnit/SC,Avaliação,Análise de Alertas de Licitações,Auditoria interna governamental,Não,13/02/2023,
"Relatório de Avaliação nº 910753 - Codevasf/SE - Contratos para pavimentação de vias no Estado de Sergipe, por meio de Registro de Preços.",Avaliação,Outros,Auditoria interna governamental,Não,10/02/2023,Sergipe
Publicação - Avaliação de uso de SRP em obras de pavimentação pela CODEVASF - ação com a CGU/AP (contratos 0.121.00/2020 0.187.00/2020),Avaliação,Outros,Auditoria interna governamental,Não,10/02/2023,"Macapá/AP, Santana/AP"
Publicação - Avaliação de uso de SRP em obras de pavimentação pela CODEVASF - ação com a CGU/BA (contrato 6.164.00/2019),Avaliação,Outros,Auditoria interna governamental,Não,10/02/2023,"Campo Formoso/BA, Feira de Santana/BA, Filadélfia/BA, Salvador/BA, São Domingos/BA, Senhor do Bonfim/BA"
Relatório de Avaliação Preventiva de Licitações,Editais e Contratos nº 1279010 - UFPA,Avaliação,Análise de Alertas de Licitações,Auditoria interna governamental,Não,10/02/2023
Relatório de Verificação da Prestação de Contas nº 1076116 - Ministério do Desenvolvimento Regional - Exercício 2021,Avaliação,Outros,Auditoria interna governamental,Não,09/02/2023,Brasília/DF
Relatório de Avaliação nº 935994 - Companhia das Docas do Estado da Bahia (CODEBA) - Processo de Contratações,Avaliação,Outros,Auditoria interna governamental,Não,07/02/2023,Salvador/BA
"Publicação - Análise das Licitações nº 1/2022, 2/2022 e 3/2023 da UASG 925984 – SECRETARIA DE ESTADO DA EDUCAÇÃO DO MA",Avaliação,Outros,Auditoria interna governamental,Não,06/02/2023,São Luís/MA
Relatório Final de Auditoria de Avaliação n° 906145 - Avaliação da gestão de espaços culturais pela FUNARTE.,Avaliação,Outros,Auditoria interna governamental,Não,06/02/2023,Rio de Janeiro/RJ
Publicação - Avaliação dos Relatórios de Gestão do MCOM e Anatel,Avaliação,Outros,Auditoria interna governamental,Não,03/02/2023,Brasília/DF
Publicação - Análise da execução de contratos da Codevasf (Maquinário),Avaliação,Outros,Auditoria interna governamental,Sim,03/02/2023,Salvador/BA
Relatório de Avaliação nº 894796 -UFPE - Aulas remotas no período da pandemia,Apuração,Outros,Auditoria interna governamental,Não,02/02/2023,Recife/PE
Relatório de Avaliação nº 896114 - UFRPE - Gastos com pessoal no período da pandemia,Apuração,Outros,Auditoria interna governamental,Não,02/02/2023,Recife/PE
"Auditoria de apuração sobre a descentralização de recursos do Ministério da Agricultura à Secretaria de Estado do Meio Ambiente do MS, por meio do convênio nº 915094, para aquisição de patrulhas mecanizadas.",Apuração,Auditoria interna governamental,Não,02/02/2023,Campo Grande/MS,
Publicação - Avaliação do gerenciamento do livros didáticos do nas escolas municipais de Curitiba do Programa do Livro Didático- PNLD.,Avaliação,Outros,Auditoria interna governamental,Sim,01/02/2023,Paraná
"Relatório de Auditoria nº 875203 - Avaliação da atuação da Gerência de Governo de Goiânia (GIGOV/GO) da Caixa Econômica Federal como mandatária da União na celebração, fiscalização e aprovação da execução de contratos de repasse e termos de compromisso.",Avaliação,Outros,Auditoria interna governamental,Não,31/01/2023,Goiânia/GO
Relatório de Avaliação nº 852083-Ifal-Contratação e gestão de bens e serviços de TI no IFAL,Avaliação,Outros,Auditoria interna governamental,Não,31/01/2023,Maceió/AL
Auditoria de avaliação do processo de flexibilização da jornada de trabalho na UFGD,Avaliação,Outros,Auditoria interna governamental,Não,31/01/2023,Dourados/MS
"Relatório de Avaliação nº 820180 - Avaliação da gestão de pessoas do Conselho de Arquitetura e Urbanismo do Paraná - CAU/PR, exercícios 2019 e 2020.",Avaliação,Outros,Auditoria interna governamental,Não,31/01/2023,Curitiba/PR
Relatório de Apuração nº 825841 - PNAE - Município de Lagoa do Sítio,Apuração,Outros,Auditoria interna governamental,Sim,30/01/2023,Lagoa do Sítio/PI
Relatório de Apuração nº 878345 - Despesas Covid-19 - Município de Batalha,Apuração,Outros,Auditoria interna governamental,Não,30/01/2023,Batalha/PI
Relatório de Apuração nº 825838 - PNATE - Município de Lagoa do Sítio,Apuração,Outros,Auditoria interna governamental,Sim,30/01/2023,Lagoa do Sítio/PI
Publicação - Análise da Licitação Número '1/2023' da UASG '200229 - COORDENAÇÃO DE ENSINO - COEN/CGRH/PRF/MJ (FLORIANOPOLIS/SC)',Avaliação,Análise de Alertas de Licitações,Auditoria interna governamental,Não,30/01/2023,
Relatório de Apuração nº 825850 - Programa Bolsa Família - Município de Lagoa do Sítio,Apuração,Outros,Auditoria interna governamental,Sim,30/01/2023,Lagoa do Sítio/PI
Relatório de Avaliação nº 902206 - Funasa - Avaliação dos processos de formulação e implementação das ações de esgotamento sanitário e fiscalização e acompanhamento de obras de engenharia correlatas.,Avaliação,Outros,Auditoria interna governamental,Sim,27/01/2023,Salvador/BA
Relatório de Apuração nº 1013447 - Programa Saneamento Para Todos - Prefeitura Municipal de Coronel Fabriciano/MG,Apuração,Auditoria interna governamental,Sim,27/01/2023,Coronel Fabriciano/MG,
Relatório de Apuração nº 825851 - Saúde - Bloco de Custeio da Saúde no Município de Lagoa do Sítio,Apuração,Outros,Auditoria interna governamental,Sim,27/01/2023,Lagoa do Sítio/PI
Relatório de Apuração nº 825876 - Construção UBS - Município de Lagoa do Sítio,Apuração,Outros,Auditoria interna governamental,Sim,27/01/2023,Lagoa do Sítio/PI
Relatório de Apuração nº 825869 - Proinfância - Município de Lagoa do Sítio,Apuração,Outros,Auditoria interna governamental,Sim,27/01/2023,Lagoa do Sítio/PI
Relatório de Apuração nº 825835- FUNDEB - Município de Lagoa do Sítio,Apuração,Outros,Auditoria interna governamental,Sim,27/01/2023,Lagoa do Sítio/PI
Relatório de Apuração nº 825874 - Espaço Escolar 4 salas - Município de Lagoa do Sítio,Apuração,Outros,Auditoria interna governamental,Sim,27/01/2023,Lagoa do Sítio/PI
Relatório de Apuração nº 825885 - Construção de Ponte (Convênio 869266) - Município de Lagoa do Sítio,Apuração,Outros,Auditoria interna governamental,Não,27/01/2023,Lagoa do Sítio/PI
Relatório de Apuração nº 825883 - Melhoria Habitacional - Município de Lagoa do Sítio,Apuração,Outros,Auditoria interna governamental,Sim,27/01/2023	Lagoa do Sítio/PI,
Relatório de Avaliação nº 875957 - O papel das mandatárias da União no processo de transferências voluntárias - Caixa Econômica Federal.,Avaliação,Outros,Auditoria interna governamental,Não,26/01/2023,Recife/PE
Publicação - Apuração da conformidade na aquisição de respiradores pulmonares pelo município de Joinville/SC.,Apuração,,Auditoria interna governamental,Não,25/01/2023,Joinville/SC
Relatório de Auditoria de Avaliação nº 826954 - BNDES.,Avaliação,Outros,Auditoria interna governamental,Não,23/01/2023,Rio de Janeiro
"Relatório de Auditoria 1127165 - Pregões 17/2021, 18/2021 e 19/2021 - 8a Codevasf/MA",Avaliação,Outros,Auditoria interna governamental,Não,23/01/2023,São Luís/MA
Publicação - Análise da Licitação Número '280/2022' da UASG '393026 - SUPERINTENDENCIA REG.ESTADO DE ALAGOAS DNIT (MACEIO/AL)',Avaliação,Análise de Alertas de Licitações,Auditoria interna governamental,Não,23/01/2023,
